date,sequence,frame_id,image_path,lidar_path,image_ok,lidar_ok,image_height,image_width,lidar_points,split,depth_path
2011_09_26,2011_09_26_drive_0009_sync,399,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000399.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000403.bin,True,True,375,1242,123571,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_399.npy
2011_09_26,2011_09_26_drive_0009_sync,400,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000400.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000404.bin,True,True,375,1242,123369,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_400.npy
2011_09_26,2011_09_26_drive_0009_sync,401,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000401.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000405.bin,True,True,375,1242,123295,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_401.npy
2011_09_26,2011_09_26_drive_0009_sync,402,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000402.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000406.bin,True,True,375,1242,123232,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_402.npy
2011_09_26,2011_09_26_drive_0009_sync,403,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000403.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000407.bin,True,True,375,1242,123151,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_403.npy
2011_09_26,2011_09_26_drive_0009_sync,404,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000404.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000408.bin,True,True,375,1242,122930,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_404.npy
2011_09_26,2011_09_26_drive_0009_sync,405,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000405.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000409.bin,True,True,375,1242,122608,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_405.npy
2011_09_26,2011_09_26_drive_0009_sync,406,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000406.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000410.bin,True,True,375,1242,122378,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_406.npy
2011_09_26,2011_09_26_drive_0009_sync,407,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000407.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000411.bin,True,True,375,1242,122072,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_407.npy
2011_09_26,2011_09_26_drive_0009_sync,408,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000408.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000412.bin,True,True,375,1242,121594,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_408.npy
2011_09_26,2011_09_26_drive_0009_sync,409,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000409.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000413.bin,True,True,375,1242,121226,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_409.npy
2011_09_26,2011_09_26_drive_0009_sync,410,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000410.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000414.bin,True,True,375,1242,120683,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_410.npy
2011_09_26,2011_09_26_drive_0009_sync,411,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000411.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000415.bin,True,True,375,1242,120697,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_411.npy
2011_09_26,2011_09_26_drive_0009_sync,412,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000412.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000416.bin,True,True,375,1242,120687,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_412.npy
2011_09_26,2011_09_26_drive_0009_sync,413,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000413.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000417.bin,True,True,375,1242,120568,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_413.npy
2011_09_26,2011_09_26_drive_0009_sync,414,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000414.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000418.bin,True,True,375,1242,120529,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_414.npy
2011_09_26,2011_09_26_drive_0009_sync,415,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000415.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000419.bin,True,True,375,1242,120606,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_415.npy
2011_09_26,2011_09_26_drive_0009_sync,416,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000416.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000420.bin,True,True,375,1242,120670,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_416.npy
2011_09_26,2011_09_26_drive_0009_sync,417,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000417.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000421.bin,True,True,375,1242,120966,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_417.npy
2011_09_26,2011_09_26_drive_0009_sync,418,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000418.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000422.bin,True,True,375,1242,121006,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_418.npy
2011_09_26,2011_09_26_drive_0009_sync,419,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000419.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000423.bin,True,True,375,1242,121270,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_419.npy
2011_09_26,2011_09_26_drive_0009_sync,420,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000420.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000424.bin,True,True,375,1242,121576,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_420.npy
2011_09_26,2011_09_26_drive_0009_sync,421,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000421.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000425.bin,True,True,375,1242,121478,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_421.npy
2011_09_26,2011_09_26_drive_0009_sync,422,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000422.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000426.bin,True,True,375,1242,121711,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_422.npy
2011_09_26,2011_09_26_drive_0009_sync,423,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000423.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000427.bin,True,True,375,1242,121758,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_423.npy
2011_09_26,2011_09_26_drive_0009_sync,424,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000424.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000428.bin,True,True,375,1242,122029,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_424.npy
2011_09_26,2011_09_26_drive_0009_sync,425,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000425.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000429.bin,True,True,375,1242,122091,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_425.npy
2011_09_26,2011_09_26_drive_0009_sync,426,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000426.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000430.bin,True,True,375,1242,122191,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_426.npy
2011_09_26,2011_09_26_drive_0009_sync,427,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000427.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000431.bin,True,True,375,1242,122200,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_427.npy
2011_09_26,2011_09_26_drive_0009_sync,428,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000428.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000432.bin,True,True,375,1242,122407,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_428.npy
2011_09_26,2011_09_26_drive_0009_sync,429,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000429.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000433.bin,True,True,375,1242,122432,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_429.npy
2011_09_26,2011_09_26_drive_0009_sync,430,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000430.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000434.bin,True,True,375,1242,122593,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_430.npy
2011_09_26,2011_09_26_drive_0009_sync,431,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000431.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000435.bin,True,True,375,1242,122688,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_431.npy
2011_09_26,2011_09_26_drive_0009_sync,432,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000432.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000436.bin,True,True,375,1242,122864,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_432.npy
2011_09_26,2011_09_26_drive_0009_sync,433,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000433.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000437.bin,True,True,375,1242,123010,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_433.npy
2011_09_26,2011_09_26_drive_0009_sync,434,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000434.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000438.bin,True,True,375,1242,123198,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_434.npy
2011_09_26,2011_09_26_drive_0009_sync,435,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000435.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000439.bin,True,True,375,1242,123180,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_435.npy
2011_09_26,2011_09_26_drive_0009_sync,436,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000436.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000440.bin,True,True,375,1242,123353,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_436.npy
2011_09_26,2011_09_26_drive_0009_sync,437,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000437.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000441.bin,True,True,375,1242,123577,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_437.npy
2011_09_26,2011_09_26_drive_0009_sync,438,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000438.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000442.bin,True,True,375,1242,123710,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_438.npy
2011_09_26,2011_09_26_drive_0009_sync,439,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000439.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000443.bin,True,True,375,1242,123967,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_439.npy
2011_09_26,2011_09_26_drive_0009_sync,440,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000440.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000444.bin,True,True,375,1242,124100,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_440.npy
2011_09_26,2011_09_26_drive_0009_sync,441,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000441.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000445.bin,True,True,375,1242,124177,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_441.npy
2011_09_26,2011_09_26_drive_0009_sync,442,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\image_02\data\0000000442.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0009_sync\velodyne_points\data\0000000446.bin,True,True,375,1242,124177,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0009_sync_442.npy
2011_09_26,2011_09_26_drive_0011_sync,0,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000000.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000000.bin,True,True,375,1242,121438,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_0.npy
2011_09_26,2011_09_26_drive_0011_sync,1,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000001.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000001.bin,True,True,375,1242,121447,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_1.npy
2011_09_26,2011_09_26_drive_0011_sync,2,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000002.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000002.bin,True,True,375,1242,121460,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_2.npy
2011_09_26,2011_09_26_drive_0011_sync,3,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000003.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000003.bin,True,True,375,1242,121523,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_3.npy
2011_09_26,2011_09_26_drive_0011_sync,4,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000004.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000004.bin,True,True,375,1242,121487,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_4.npy
2011_09_26,2011_09_26_drive_0011_sync,5,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000005.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000005.bin,True,True,375,1242,121512,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_5.npy
2011_09_26,2011_09_26_drive_0011_sync,6,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000006.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000006.bin,True,True,375,1242,121547,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_6.npy
2011_09_26,2011_09_26_drive_0011_sync,7,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000007.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000007.bin,True,True,375,1242,121644,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_7.npy
2011_09_26,2011_09_26_drive_0011_sync,8,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000008.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000008.bin,True,True,375,1242,121564,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_8.npy
2011_09_26,2011_09_26_drive_0011_sync,9,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000009.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000009.bin,True,True,375,1242,121486,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_9.npy
2011_09_26,2011_09_26_drive_0011_sync,10,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000010.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000010.bin,True,True,375,1242,121298,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_10.npy
2011_09_26,2011_09_26_drive_0011_sync,11,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000011.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000011.bin,True,True,375,1242,121288,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_11.npy
2011_09_26,2011_09_26_drive_0011_sync,12,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000012.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000012.bin,True,True,375,1242,121155,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_12.npy
2011_09_26,2011_09_26_drive_0011_sync,13,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000013.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000013.bin,True,True,375,1242,121180,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_13.npy
2011_09_26,2011_09_26_drive_0011_sync,14,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000014.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000014.bin,True,True,375,1242,120786,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_14.npy
2011_09_26,2011_09_26_drive_0011_sync,15,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000015.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000015.bin,True,True,375,1242,120844,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_15.npy
2011_09_26,2011_09_26_drive_0011_sync,16,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000016.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000016.bin,True,True,375,1242,120499,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_16.npy
2011_09_26,2011_09_26_drive_0011_sync,17,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000017.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000017.bin,True,True,375,1242,120326,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_17.npy
2011_09_26,2011_09_26_drive_0011_sync,18,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000018.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000018.bin,True,True,375,1242,120586,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_18.npy
2011_09_26,2011_09_26_drive_0011_sync,19,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000019.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000019.bin,True,True,375,1242,120425,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_19.npy
2011_09_26,2011_09_26_drive_0011_sync,20,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000020.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000020.bin,True,True,375,1242,120357,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_20.npy
2011_09_26,2011_09_26_drive_0011_sync,21,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000021.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000021.bin,True,True,375,1242,120238,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_21.npy
2011_09_26,2011_09_26_drive_0011_sync,22,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000022.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000022.bin,True,True,375,1242,119884,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_22.npy
2011_09_26,2011_09_26_drive_0011_sync,23,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000023.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000023.bin,True,True,375,1242,120038,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_23.npy
2011_09_26,2011_09_26_drive_0011_sync,24,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000024.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000024.bin,True,True,375,1242,119830,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_24.npy
2011_09_26,2011_09_26_drive_0011_sync,25,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000025.png,E:\monodepth_project\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000025.bin,True,True,375,1242,119748,train,E:\monodepth_project\data\kitti\depth_maps\2011_09_26_2011_09_26_drive_0011_sync_25.npy
