date,sequence,frame_id,image_path,lidar_path,image_ok,lidar_ok,image_height,image_width,lidar_points
2011_09_26,2011_09_26_drive_0011_sync,0000000097,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000097.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000097.bin,True,True,375,1242,111720
2011_09_26,2011_09_26_drive_0011_sync,0000000098,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000098.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000098.bin,True,True,375,1242,111605
2011_09_26,2011_09_26_drive_0011_sync,0000000099,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000099.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000099.bin,True,True,375,1242,111442
2011_09_26,2011_09_26_drive_0011_sync,0000000100,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000100.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000100.bin,True,True,375,1242,111157
2011_09_26,2011_09_26_drive_0011_sync,0000000101,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000101.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000101.bin,True,True,375,1242,111086
2011_09_26,2011_09_26_drive_0011_sync,0000000102,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000102.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000102.bin,True,True,375,1242,111047
2011_09_26,2011_09_26_drive_0011_sync,0000000103,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000103.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000103.bin,True,True,375,1242,111009
2011_09_26,2011_09_26_drive_0011_sync,0000000104,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000104.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000104.bin,True,True,375,1242,110819
2011_09_26,2011_09_26_drive_0011_sync,0000000105,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000105.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000105.bin,True,True,375,1242,110655
2011_09_26,2011_09_26_drive_0011_sync,0000000106,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000106.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000106.bin,True,True,375,1242,110434
2011_09_26,2011_09_26_drive_0011_sync,0000000107,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000107.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000107.bin,True,True,375,1242,110077
2011_09_26,2011_09_26_drive_0011_sync,0000000108,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000108.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000108.bin,True,True,375,1242,109769
2011_09_26,2011_09_26_drive_0011_sync,0000000109,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000109.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000109.bin,True,True,375,1242,109492
2011_09_26,2011_09_26_drive_0011_sync,0000000110,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000110.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000110.bin,True,True,375,1242,109224
2011_09_26,2011_09_26_drive_0011_sync,0000000111,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000111.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000111.bin,True,True,375,1242,108943
2011_09_26,2011_09_26_drive_0011_sync,0000000112,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000112.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000112.bin,True,True,375,1242,108557
2011_09_26,2011_09_26_drive_0011_sync,0000000113,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000113.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000113.bin,True,True,375,1242,108440
2011_09_26,2011_09_26_drive_0011_sync,0000000114,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000114.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000114.bin,True,True,375,1242,108397
2011_09_26,2011_09_26_drive_0011_sync,0000000115,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000115.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000115.bin,True,True,375,1242,108371
2011_09_26,2011_09_26_drive_0011_sync,0000000116,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000116.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000116.bin,True,True,375,1242,108418
2011_09_26,2011_09_26_drive_0011_sync,0000000117,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000117.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000117.bin,True,True,375,1242,108573
2011_09_26,2011_09_26_drive_0011_sync,0000000118,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000118.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000118.bin,True,True,375,1242,108786
2011_09_26,2011_09_26_drive_0011_sync,0000000119,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000119.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000119.bin,True,True,375,1242,108874
2011_09_26,2011_09_26_drive_0011_sync,0000000120,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000120.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000120.bin,True,True,375,1242,108979
2011_09_26,2011_09_26_drive_0011_sync,0000000121,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000121.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000121.bin,True,True,375,1242,109193
2011_09_26,2011_09_26_drive_0011_sync,0000000122,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000122.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000122.bin,True,True,375,1242,109420
2011_09_26,2011_09_26_drive_0011_sync,0000000123,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000123.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000123.bin,True,True,375,1242,109483
2011_09_26,2011_09_26_drive_0011_sync,0000000124,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000124.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000124.bin,True,True,375,1242,109665
2011_09_26,2011_09_26_drive_0011_sync,0000000125,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000125.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000125.bin,True,True,375,1242,109838
2011_09_26,2011_09_26_drive_0011_sync,0000000126,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000126.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000126.bin,True,True,375,1242,109894
2011_09_26,2011_09_26_drive_0011_sync,0000000127,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000127.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000127.bin,True,True,375,1242,109859
2011_09_26,2011_09_26_drive_0011_sync,0000000128,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000128.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000128.bin,True,True,375,1242,109898
2011_09_26,2011_09_26_drive_0011_sync,0000000129,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000129.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000129.bin,True,True,375,1242,110022
2011_09_26,2011_09_26_drive_0011_sync,0000000130,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000130.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000130.bin,True,True,375,1242,110106
2011_09_26,2011_09_26_drive_0011_sync,0000000131,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000131.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000131.bin,True,True,375,1242,110135
2011_09_26,2011_09_26_drive_0011_sync,0000000132,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000132.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000132.bin,True,True,375,1242,110278
2011_09_26,2011_09_26_drive_0011_sync,0000000133,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000133.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000133.bin,True,True,375,1242,110229
2011_09_26,2011_09_26_drive_0011_sync,0000000134,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000134.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000134.bin,True,True,375,1242,110272
2011_09_26,2011_09_26_drive_0011_sync,0000000135,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000135.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000135.bin,True,True,375,1242,110328
2011_09_26,2011_09_26_drive_0011_sync,0000000136,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000136.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000136.bin,True,True,375,1242,110275
2011_09_26,2011_09_26_drive_0011_sync,0000000137,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000137.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000137.bin,True,True,375,1242,110141
2011_09_26,2011_09_26_drive_0011_sync,0000000138,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000138.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000138.bin,True,True,375,1242,110179
2011_09_26,2011_09_26_drive_0011_sync,0000000139,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000139.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000139.bin,True,True,375,1242,109932
2011_09_26,2011_09_26_drive_0011_sync,0000000140,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000140.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000140.bin,True,True,375,1242,109725
2011_09_26,2011_09_26_drive_0011_sync,0000000141,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000141.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000141.bin,True,True,375,1242,109599
2011_09_26,2011_09_26_drive_0011_sync,0000000142,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000142.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000142.bin,True,True,375,1242,109457
2011_09_26,2011_09_26_drive_0011_sync,0000000143,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000143.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000143.bin,True,True,375,1242,109444
2011_09_26,2011_09_26_drive_0011_sync,0000000144,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000144.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000144.bin,True,True,375,1242,109281
2011_09_26,2011_09_26_drive_0011_sync,0000000145,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000145.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000145.bin,True,True,375,1242,109247
2011_09_26,2011_09_26_drive_0011_sync,0000000146,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000146.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000146.bin,True,True,375,1242,109222
2011_09_26,2011_09_26_drive_0011_sync,0000000147,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000147.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000147.bin,True,True,375,1242,109228
2011_09_26,2011_09_26_drive_0011_sync,0000000148,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000148.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000148.bin,True,True,375,1242,109276
2011_09_26,2011_09_26_drive_0011_sync,0000000149,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000149.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000149.bin,True,True,375,1242,109170
2011_09_26,2011_09_26_drive_0011_sync,0000000150,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000150.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000150.bin,True,True,375,1242,109289
2011_09_26,2011_09_26_drive_0011_sync,0000000151,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000151.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000151.bin,True,True,375,1242,109345
2011_09_26,2011_09_26_drive_0011_sync,0000000152,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000152.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000152.bin,True,True,375,1242,109298
2011_09_26,2011_09_26_drive_0011_sync,0000000153,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000153.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000153.bin,True,True,375,1242,109278
2011_09_26,2011_09_26_drive_0011_sync,0000000154,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000154.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000154.bin,True,True,375,1242,109324
2011_09_26,2011_09_26_drive_0011_sync,0000000155,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000155.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000155.bin,True,True,375,1242,109240
2011_09_26,2011_09_26_drive_0011_sync,0000000156,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000156.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000156.bin,True,True,375,1242,109171
2011_09_26,2011_09_26_drive_0011_sync,0000000157,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000157.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000157.bin,True,True,375,1242,109178
2011_09_26,2011_09_26_drive_0011_sync,0000000158,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000158.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000158.bin,True,True,375,1242,109237
2011_09_26,2011_09_26_drive_0011_sync,0000000159,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000159.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000159.bin,True,True,375,1242,109276
2011_09_26,2011_09_26_drive_0011_sync,0000000160,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000160.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000160.bin,True,True,375,1242,109285
2011_09_26,2011_09_26_drive_0011_sync,0000000161,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000161.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000161.bin,True,True,375,1242,109336
2011_09_26,2011_09_26_drive_0011_sync,0000000162,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000162.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000162.bin,True,True,375,1242,109354
2011_09_26,2011_09_26_drive_0011_sync,0000000163,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000163.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000163.bin,True,True,375,1242,109294
2011_09_26,2011_09_26_drive_0011_sync,0000000164,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000164.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000164.bin,True,True,375,1242,109271
2011_09_26,2011_09_26_drive_0011_sync,0000000165,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000165.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000165.bin,True,True,375,1242,109302
2011_09_26,2011_09_26_drive_0011_sync,0000000166,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000166.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000166.bin,True,True,375,1242,109327
2011_09_26,2011_09_26_drive_0011_sync,0000000167,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000167.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000167.bin,True,True,375,1242,109335
2011_09_26,2011_09_26_drive_0011_sync,0000000168,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000168.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000168.bin,True,True,375,1242,109441
2011_09_26,2011_09_26_drive_0011_sync,0000000169,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000169.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000169.bin,True,True,375,1242,109259
2011_09_26,2011_09_26_drive_0011_sync,0000000170,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000170.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000170.bin,True,True,375,1242,109543
2011_09_26,2011_09_26_drive_0011_sync,0000000171,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000171.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000171.bin,True,True,375,1242,109571
2011_09_26,2011_09_26_drive_0011_sync,0000000172,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000172.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000172.bin,True,True,375,1242,109568
2011_09_26,2011_09_26_drive_0011_sync,0000000173,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000173.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000173.bin,True,True,375,1242,109488
2011_09_26,2011_09_26_drive_0011_sync,0000000174,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000174.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000174.bin,True,True,375,1242,109466
2011_09_26,2011_09_26_drive_0011_sync,0000000175,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000175.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000175.bin,True,True,375,1242,109527
2011_09_26,2011_09_26_drive_0011_sync,0000000176,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000176.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000176.bin,True,True,375,1242,109547
2011_09_26,2011_09_26_drive_0011_sync,0000000177,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000177.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000177.bin,True,True,375,1242,109585
2011_09_26,2011_09_26_drive_0011_sync,0000000178,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000178.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000178.bin,True,True,375,1242,109648
2011_09_26,2011_09_26_drive_0011_sync,0000000179,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000179.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000179.bin,True,True,375,1242,109639
2011_09_26,2011_09_26_drive_0011_sync,0000000180,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000180.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000180.bin,True,True,375,1242,109613
2011_09_26,2011_09_26_drive_0011_sync,0000000181,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000181.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000181.bin,True,True,375,1242,109567
2011_09_26,2011_09_26_drive_0011_sync,0000000182,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000182.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000182.bin,True,True,375,1242,109491
2011_09_26,2011_09_26_drive_0011_sync,0000000183,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\image_02\data\0000000183.png,E:\monodepth-obstacle-warning\data\kitti\2011_09_26\2011_09_26_drive_0011_sync\velodyne_points\data\0000000183.bin,True,True,375,1242,109464
